League,Year,player,team_id,position,goals,assists,key_passes,xG,xA,time,shots,player_id,xGChain,xGBuildup,,League,EPL,,,
Serie_A,2015,Borja Valero,110,AML,0,0,1,0.039738599,0.0182076,89,1,1422,0.204295993,0.164556995,,,,,,
Serie_A,2015,José Callejón,105,FWR,0,0,1,0,0.0235861,78,0,1382,0.151008993,0.127423003,,,,,,
Serie_A,2015,Dries Mertens,105,FWL,3,1,3,0.567143977,0.460420012,90,7,1384,0.766128004,0.264993995,,,,,,
Serie_A,2015,Mohamed Salah,95,FWR,0,0,3,0.187518999,0.122543998,90,3,1250,0.380784988,0.070721701,,,,,,
Serie_A,2015,Stephan El Shaarawy,95,FWL,0,0,2,0.070721701,0.061268698,82,1,1252,0.160769001,0.0287784,,,,,,
Serie_A,2015,Marcelo Brozovic,106,AMR,0,0,2,0.091513999,0.209141999,90,2,1511,0.176598996,0.106865004,,,,,,
Serie_A,2015,Ivan Perisic,106,AML,0,0,1,0.268406004,0.059517398,75,3,448,0.27976501,0.192320004,,,,,,
Serie_A,2015,Marcelo Brozovic,106,AMR,0,1,1,0.39744401,0.383136004,90,6,1511,1.732069969,0.978495002,,,,,,
Serie_A,2015,Jonathan Biabiany,106,AML,0,1,8,0.034872498,1.103369951,85,2,1600,0.649262011,0.169967994,,,,,,
Serie_A,2015,Cristian Tello,110,AMR,0,0,2,0.0131541,0.047538102,62,1,1421,0.084863,0.024170799,,,,,,
Serie_A,2015,Federico Bernardeschi,110,AML,0,0,2,0.160944998,0.032371901,90,2,1424,0.079312101,0.043672901,,,,,,
Serie_A,2015,Mohamed Salah,95,AMR,0,1,2,0.087745003,0.082240097,90,2,1250,0.225824997,0.118299998,,,,,,
Serie_A,2015,Stephan El Shaarawy,95,AML,0,0,1,0.0567724,0.0588766,84,2,1252,0.0567724,0,,,,,,
Serie_A,2015,José Callejón,105,FWR,0,0,1,0.055199198,0.0108974,90,1,1382,0.36827299,0.302177012,,,,,,
Serie_A,2015,Dries Mertens,105,FWL,0,0,1,0.091053702,0.031675801,78,3,1384,0.122729003,0,,,,,,
Serie_A,2015,Marcelo Brozovic,106,AMR,0,0,5,0.083068103,0.087646201,90,2,1511,0.239396006,0.100534998,,,,,,
Serie_A,2015,Ivan Perisic,106,AML,0,0,1,0.179273993,0.087205499,90,4,448,0.309500992,0.192263007,,,,,,
Serie_A,2015,Mohamed Salah,95,FWR,1,0,1,0.524293005,0.092092603,88,1,1250,1.728880048,1.636790037,,,,,,
Serie_A,2015,Stephan El Shaarawy,95,FWL,1,0,0,0.86591202,0,90,6,1252,1.867370009,1.001459956,,,,,,
Serie_A,2015,José Callejón,105,FWR,0,1,1,0.049965899,0.040608302,80,1,1382,0.203838006,0.113264002,,,,,,
Serie_A,2015,Lorenzo Insigne,105,FWL,0,0,2,0.281378001,0.164083004,64,4,1393,0.462615013,0.034615099,,,,,,
Serie_A,2015,Marcelo Brozovic,106,AMR,0,0,0,0.111146003,0,90,2,1511,0.180898994,0.109369002,,,,,,
Serie_A,2015,Ivan Perisic,106,AML,1,1,3,0.717067003,0.440537989,90,2,448,1.622699976,0.465099007,,,,,,
Serie_A,2015,Mohamed Salah,95,FWR,0,0,2,0.027448,0.100633003,60,2,1250,0.166252002,0.049474899,,,,,,
Serie_A,2015,Stephan El Shaarawy,95,FWL,0,0,0,0.262228012,0,80,5,1252,0.454787999,0.192560002,,,,,,
Serie_A,2015,Federico Bernardeschi,110,AMR,0,0,4,0.094572499,0.982502997,90,3,1424,0.724135995,0.584626973,,,,,,
Serie_A,2015,Mauro Zárate,110,AML,0,0,1,0.256844997,0.036912099,90,6,939,0.726116002,0.432359993,,,,,,
Serie_A,2015,José Callejón,105,FWR,1,0,0,0.778572023,0,83,2,1382,0.874589026,0.096017398,,,,,,
Serie_A,2015,Lorenzo Insigne,105,FWL,0,0,0,0.228238001,0,73,3,1393,1.019070029,0.790835977,,,,,,
Serie_A,2015,Rodrigo Palacio,106,FWR,1,0,0,0.343376011,0,82,2,1518,0.455709994,0.112333998,,,,,,
Serie_A,2015,Éder,106,FWL,0,0,0,0.204889998,0,90,3,1514,0.150746003,0.0582955,,,,,,
Serie_A,2015,José Callejón,105,FWR,0,0,0,0.853403986,0,67,4,1382,2.069149971,1.215739965,,,,,,
Serie_A,2015,Lorenzo Insigne,105,FWL,0,0,4,0.254992992,0.342346996,90,6,1393,1.583170056,1.248939991,,,,,,
Serie_A,2015,Cristian Tello,110,FWR,1,1,2,0.351916999,0.157170996,86,1,1421,0.542970002,0.0338827,,,,,,
Serie_A,2015,Federico Bernardeschi,110,FWL,1,1,3,0.27817899,0.438297987,90,3,1424,1.203080058,0.500455976,,,,,,
Serie_A,2016,Mohamed Salah,95,FWR,1,0,4,1.573420048,1.233850002,90,5,1250,3.219700098,0.465344012,,,,,,
Serie_A,2016,Stephan El Shaarawy,95,FWL,0,0,0,0.070642002,0,58,2,1252,0.970403016,0.954165995,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,2,0.109246999,0.078321703,90,4,1382,0.820499003,0.680787981,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,2,0.139863998,0.069658101,54,3,1393,0.235539004,0.045448799,,,,,,
Serie_A,2016,Leonardo Spinazzola,107,FWR,0,0,3,0.297255993,0.156593993,90,1,1500,0.607904017,0.154054001,,,,,,
Serie_A,2016,Alejandro Gomez,107,FWL,0,0,1,0.130317003,0.017945601,90,4,1491,0.267250001,0.232923001,,,,,,
Serie_A,2016,Cristiano Lombardi,96,FWR,1,0,1,0.501825988,0.0487279,74,2,1218,0.566588998,0.0160359,,,,,,
Serie_A,2016,Ricardo Kishna,96,FWL,0,0,2,0.0487279,0.33002001,70,1,1564,0.407204986,0.342440993,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,0,0.0200579,0,90,2,1208,0.104502998,0.084444799,,,,,,
Serie_A,2016,Senad Lulic,96,FWL,0,0,0,0,0,62,0,1205,0,0,,,,,,
Serie_A,2016,José Callejón,105,FWR,2,1,1,1.506620049,0.038070198,90,2,1382,1.506620049,0,,,,,,
Serie_A,2016,Dries Mertens,105,FWL,0,0,0,0.448415011,0,79,7,1384,0.944389999,0.649761975,,,,,,
Serie_A,2016,Mohamed Salah,95,FWR,0,0,3,0.174627006,0.222317994,90,3,1250,1.010249972,0.690546989,,,,,,
Serie_A,2016,Stephan El Shaarawy,95,FWL,0,0,1,0,0.076054797,46,0,1252,0.167806,0.091750897,,,,,,
Serie_A,2016,José Callejón,105,FWR,2,0,2,0.662074029,0.097303502,70,3,1382,0.93147701,0.183623999,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,1,3,0.254846007,0.678530991,90,4,1393,1.077509999,0.888925016,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,3,0,0.113931,90,0,1208,0.433304995,0.350125998,,,,,,
Serie_A,2016,Ricardo Kishna,96,FWL,0,0,1,0,0.086688802,55,0,1564,0.086688802,0,,,,,,
Serie_A,2016,Mohamed Salah,95,FWR,1,0,6,0.799230993,0.886159003,90,4,1250,1.57475996,0.322697997,,,,,,
Serie_A,2016,Stephan El Shaarawy,95,FWL,0,0,0,0.341580987,0,47,3,1252,0.60799098,0.285293013,,,,,,
Serie_A,2016,Marco D&#039;Alessandro,107,FWR,0,0,3,0.144685,0.131688997,90,2,1502,0.369287997,0.092913397,,,,,,
Serie_A,2016,Alejandro Gomez,107,FWL,0,0,4,0.126603007,0.712306023,90,4,1491,0.924121976,0.085213102,,,,,,
Serie_A,2016,José Callejón,105,FWR,1,0,0,0.26534,0,90,4,1382,0.64725101,0.442864001,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,1,2,0.601850986,0.214371994,90,7,1393,0.792764008,0.101003997,,,,,,
Serie_A,2016,Mohamed Salah,95,FWR,0,0,0,0.0511811,0,68,1,1250,0.396827012,0.345645994,,,,,,
Serie_A,2016,Diego Perotti,95,FWL,0,0,1,0.050487999,0.122642003,78,2,1539,0.224310994,0.0511811,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,4,0.137229994,0.256213993,90,4,1382,0.343661994,0,,,,,,
Serie_A,2016,Dries Mertens,105,FWL,0,0,1,0,0.0648764,69,0,1384,0.307889014,0.307889014,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,1,1,3,0.302783996,0.734835029,67,1,1250,1.30061996,0.263002992,,,,,,
Serie_A,2016,Stephan El Shaarawy,95,AML,1,1,3,0.166070998,0.379682988,90,2,1252,0.772610009,0.592963994,,,,,,
Serie_A,2016,Leonardo Spinazzola,107,AMR,0,0,2,0.0141421,0.447845995,90,1,1500,0.423240006,0,,,,,,
Serie_A,2016,Marco D&#039;Alessandro,107,AML,0,0,0,0.736635983,0,66,4,1502,0.750778019,0.0141421,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,1,1,0.135691002,0.0526639,90,2,1382,0.440055013,0.251700014,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,1,2,0.060187399,0.128078997,82,2,1393,0.248891994,0.188703999,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,0,0,2,0.145372003,0.095826298,90,3,1250,0.575375021,0.364239991,,,,,,
Serie_A,2016,Diego Perotti,95,AML,0,0,2,0.033464801,0.078609198,82,1,1539,0.801118016,0.722509027,,,,,,
Serie_A,2016,Felipe Anderson,96,AMR,0,1,4,0.059368301,0.473776013,90,2,1208,1.002460003,0.504195988,,,,,,
Serie_A,2016,Keita,96,AML,1,0,1,0.432572991,0.0414408,71,3,1210,0.499942005,0.0259284,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,0,0.038593601,0,54,1,1382,0.038593601,0,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,1,0.0585915,0.049018301,79,1,1393,0.172923997,0.123906001,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,0,0,4,0.723807991,0.252052009,71,3,1250,1.626150012,0.682632029,,,,,,
Serie_A,2016,Diego Perotti,95,AML,0,0,1,0.124186002,0.067062899,80,3,1539,0.124186002,0,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,0,0.245826006,0,77,3,1382,0.367956012,0.122130997,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,1,0.121219002,0.090029702,90,3,1393,0.054008901,0,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,1,1,4,0.445769995,0.614008009,90,2,1250,1.287739992,0.26839301,,,,,,
Serie_A,2016,Diego Perotti,95,AML,0,0,2,0.020196101,0.176587,90,1,1539,0.237214997,0.040431902,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,3,0.138467997,0.229349002,90,5,1208,0.644683003,0.326081991,,,,,,
Serie_A,2016,Keita,96,FWL,0,0,5,0,0.296447009,90,0,1210,0.173595995,0,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,2,5,0,0.601458013,89,0,1208,0.489459991,0.434657007,,,,,,
Serie_A,2016,Keita,96,FWL,0,0,1,0.225713998,0.073669903,79,3,1210,0.307215989,0.055420201,,,,,,
Serie_A,2016,José Callejón,105,FWR,1,0,1,0.591100991,0.084976099,76,4,1382,0.937637985,0.301999986,,,,,,
Serie_A,2016,Dries Mertens,105,FWL,0,0,2,0.777261019,0.448918998,84,4,1384,1.634660006,0.408481985,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,1,1,4,0.375606,0.592113972,90,1,1250,1.070979953,0.177421004,,,,,,
Serie_A,2016,Stephan El Shaarawy,95,AML,1,0,0,0.997581005,0,90,5,1252,0.997581005,0,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,1,0,1,0.442440003,0.356913,90,3,1208,1.022400022,0.236056998,,,,,,
Serie_A,2016,Keita,96,FWL,1,0,4,0.414786994,0.445064008,90,3,1210,1.625699997,0.929765999,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,3,0.702049017,0.125102997,90,6,1382,1.027549982,0.248665005,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,7,0.199835002,0.675855994,90,7,1393,1.072139978,0.411736012,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,0,1,2,0.324649006,0.338349015,90,1,1250,0.780793011,0.117794998,,,,,,
Serie_A,2016,Stephan El Shaarawy,95,AML,0,0,0,0.129988998,0,81,5,1252,0.429448992,0.324649006,,,,,,
Serie_A,2016,José Callejón,105,FWR,1,0,0,0.534307003,0,90,3,1382,0.548628986,0.0143221,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,1,2,0.0198477,0.610310972,62,1,1393,0.644520998,0.500478029,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,1,0.075046398,0.0129195,90,2,1208,0.101043999,0.080025002,,,,,,
Serie_A,2016,Keita,96,FWL,0,0,0,0.052568302,0,61,2,1210,0.052568302,0,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,0,0,3,0.082394697,0.099275701,90,1,1250,0.252938986,0.071269102,,,,,,
Serie_A,2016,Stephan El Shaarawy,95,AML,0,0,0,0.218988001,0,90,4,1252,0.180448994,0.050872199,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,2,0,0.111648001,81,0,1382,0.190556005,0.140109003,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,1,0.168043002,0.0479527,67,4,1393,0.326416999,0.110420004,,,,,,
Serie_A,2016,Juan Cuadrado,98,FWR,0,1,1,0.445349008,0.320028991,90,2,1089,0.993835986,0.228457004,,,,,,
Serie_A,2016,Mario Mandzukic,98,FWL,1,0,0,0.548524976,0,90,3,1295,0.548524976,0,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,3,0,4,2.315900087,0.330814987,87,6,1250,2.859699965,0.39932999,,,,,,
Serie_A,2016,Diego Perotti,95,AML,0,1,9,0.186343998,0.709999979,90,2,1539,0.948350012,0.203161001,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,1,2,0.051302899,0.652760983,90,1,1382,1.045050025,0.387962013,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,2,0,0,1.570539951,0,79,4,1393,1.570539951,0,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,1,1,1,0.065702803,0.395330012,90,3,1208,0.163218006,0.126551002,,,,,,
Serie_A,2016,Keita,96,FWL,0,0,3,0.041545499,0.145221993,75,1,1210,0.185528994,0.0566498,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,0,0,2,0.540844023,0.141095996,59,3,1250,0.620325029,0.079481199,,,,,,
Serie_A,2016,Diego Perotti,95,AML,1,0,1,0.761299014,0.052327599,74,1,1539,0.052327599,0,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,1,0.227688,0.104305997,69,4,1208,0.942598999,0.610605001,,,,,,
Serie_A,2016,Keita,96,FWL,0,0,3,0.0549962,0.130572006,82,2,1210,0.108906001,0,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,0,0,3,0.474362999,0.275559992,90,3,1250,1.238360047,0.613529027,,,,,,
Serie_A,2016,Diego Perotti,95,AML,1,2,4,0.795498013,1.446920037,90,2,1539,1.046309948,0,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,2,0.182254001,0.58573997,90,5,1382,0.824723005,0.074908197,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,1,0,2,0.825332999,0.064259097,88,6,1393,0.861657977,0.701211989,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,1,6,0,0.346482009,90,0,1382,0.304668009,0.142341003,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,1,0,4,0.117757998,0.768247008,59,2,1393,1.263779998,0.641103029,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,2,0.017059499,0.177212998,90,1,1208,0.293042004,0.115829997,,,,,,
Serie_A,2016,Keita,96,FWL,0,0,0,0,0,86,0,1210,0.0237177,0.0237177,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,2,3,0.061530501,1.205710053,87,1,1208,1.267240047,0,,,,,,
Serie_A,2016,Senad Lulic,96,FWL,0,0,2,0,0.343885988,90,0,1205,0.632929981,0.289043993,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,1,0.851643026,0.427130014,90,4,1382,1.914999962,1.124570012,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,1,4,0.581143022,1.31020999,90,4,1393,2.172919989,0.874345005,,,,,,
Serie_A,2016,Juan Cuadrado,98,FWR,0,0,1,0,0.136710003,82,0,1089,0.560976982,0.424266994,,,,,,
Serie_A,2016,Mario Mandzukic,98,FWL,0,1,1,0.336351991,0.382405996,72,4,1295,0.718757987,0,,,,,,
Serie_A,2016,Bruno Peres,95,AMR,0,0,1,0.020256,0.029503901,41,1,1567,0.020256,0,,,,,,
Serie_A,2016,Diego Perotti,95,AML,0,0,1,0.074105099,0.054487899,90,2,1539,0.0434164,0,,,,,,
Serie_A,2016,Gerson,95,AMR,0,0,0,0,0,46,0,1258,0,0,,,,,,
Serie_A,2016,Diego Perotti,95,AML,0,0,2,0.110958003,0.169494003,90,3,1539,0.261534989,0.054680701,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,3,5,0.133532003,1.31882,90,2,1382,1.330109954,0.245811999,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,1,0.260057002,0.112774998,82,3,1393,0.514567971,0.254510999,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,2,0.146750003,0.084040999,90,1,1208,0.260264993,0.029474,,,,,,
Serie_A,2016,Senad Lulic,96,FWL,0,0,2,0.085943997,0.176223993,72,1,1205,0.26216799,0,,,,,,
Serie_A,2016,Mohamed Salah,95,FWR,0,0,2,0.150924996,0.142959997,84,3,1250,0.446806014,0.279942006,,,,,,
Serie_A,2016,Stephan El Shaarawy,95,FWL,1,0,4,0.205594003,0.486871988,90,5,1252,0.802100003,0.227638006,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,1,0.049123999,0.127394006,90,1,1382,0.197132006,0.0206134,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,1,0,0,0.0456382,0,90,3,1393,0.574527979,0.528890014,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,1,3,0.089082599,0.788550973,90,2,1382,1.321200013,0.443565995,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,3,0.272206992,0.433815002,90,8,1393,1.418859959,0.927676976,,,,,,
Serie_A,2016,Cristiano Lombardi,96,FWR,0,0,0,0.096831597,0,78,2,1218,0.156560004,0.0597285,,,,,,
Serie_A,2016,Luis Alberto,96,FWL,0,0,6,0.037836902,0.23962,83,1,1219,0.235844001,0.065375201,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,2,0.890030026,0.145633996,90,3,1382,1.136729956,0.232455999,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,1,0.269203007,0.058753598,80,6,1393,1.137639999,0.98803401,,,,,,
Serie_A,2016,José Callejón,105,FWR,1,0,1,0.458539009,0.082155697,90,2,1382,1.058349967,0.517659009,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,1,0,1,0.220353007,0.0196367,90,4,1393,0.323789001,0.136371002,,,,,,
Serie_A,2016,Juan Cuadrado,98,AMR,0,1,3,0,0.643097997,90,0,1089,1.071859956,0.985172987,,,,,,
Serie_A,2016,Mario Mandzukic,98,AML,0,1,1,0,0.024333,90,0,1295,0.580747008,0.580747008,,,,,,
Serie_A,2016,Cristiano Lombardi,96,FWR,0,0,1,0,0.034606099,68,0,1218,0,0,,,,,,
Serie_A,2016,Felipe Anderson,96,FWL,0,0,2,0.060687199,0.017752601,90,3,1208,0.089904398,0.028263601,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,3,0.477104008,0.248051003,90,4,1208,1.128890038,0.561646998,,,,,,
Serie_A,2016,Senad Lulic,96,FWL,0,0,5,0.354822993,0.116172999,90,2,1205,0.673390985,0.242489994,,,,,,
Serie_A,2016,Juan Cuadrado,98,AMR,0,0,4,0.120605998,0.651145995,86,1,1089,0.863871992,0.092119902,,,,,,
Serie_A,2016,Mario Mandzukic,98,AML,0,0,2,0.112604,0.194756001,90,2,1295,0.677504003,0.564899981,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,4,0.47517699,0.152921006,90,2,1382,0.726122975,0.118366003,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,0,0.733778,0,90,4,1393,0.724106014,0.597115993,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,1,1,0.097515702,0.0117446,25,1,1382,0.10926,0,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,1,0,2,0.238802999,0.361330986,82,3,1393,0.755429029,0.155294001,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,1,5,0,0.997940004,90,0,1208,0.900147974,0,,,,,,
Serie_A,2016,Keita,96,FWL,1,0,1,0.833638012,0.055586401,65,3,1210,0.994207978,0.160569996,,,,,,
Serie_A,2016,Juan Cuadrado,98,AMR,1,0,1,0.025597701,0.158628002,72,2,1089,0.644667983,0.473951012,,,,,,
Serie_A,2016,Mario Mandzukic,98,AML,0,0,2,0.221818998,0.115877002,90,2,1295,0.330958992,0.056455102,,,,,,
Serie_A,2016,Marko Pjaca,98,AMR,0,0,0,0.117546998,0,89,2,1577,0.201887995,0.084341198,,,,,,
Serie_A,2016,Mario Mandzukic,98,AML,1,0,1,0.523168027,0.024291599,90,2,1295,1.104290009,0.556825995,,,,,,
Serie_A,2016,Emanuele Giaccherini,105,FWR,1,0,0,0.747923017,0,76,2,1033,0.893940985,0.146017998,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,0,0.368313015,0,90,6,1393,1.02263999,0.687035024,,,,,,
Serie_A,2016,Juan Cuadrado,98,AMR,0,0,1,0.0275208,0.065899298,90,1,1089,1.181710005,1.088289976,,,,,,
Serie_A,2016,Mario Mandzukic,98,AML,0,0,1,0.666414022,0.022481,90,3,1295,1.015699983,0.349283993,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,1,0.197501004,0.102449998,88,5,1208,0.479727,0.232623994,,,,,,
Serie_A,2016,Keita,96,FWL,0,0,1,0.239793003,0.020187501,66,4,1210,0.466417998,0.206438005,,,,,,
Serie_A,2016,Marko Pjaca,98,AMR,0,0,0,0,0,90,0,1577,0.0105935,0.0105935,,,,,,
Serie_A,2016,Stefano Sturaro,98,AML,0,0,0,0.066991597,0,70,1,1296,0.138090998,0.071099803,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,1,0.200345993,0.0565807,90,2,1208,0.460191995,0.203264996,,,,,,
Serie_A,2016,Senad Lulic,96,FWL,0,0,6,0,0.280223012,90,0,1205,0.478588998,0.310878992,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,2,0.102187999,0.150943995,90,3,1382,0.367206007,0.114073001,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,1,1,3,0.194809005,0.174193993,81,4,1393,0.36956501,0.239715993,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,1,0.344206005,0.00616037,90,2,1382,0.350365996,0,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,3,0.079011597,0.0825295,79,3,1393,0.803036988,0.68630302,,,,,,
Serie_A,2016,Juan Cuadrado,98,AMR,0,0,1,0.141616002,0.427073002,85,2,1089,1.065330029,0.49664399,,,,,,
Serie_A,2016,Stefano Sturaro,98,AML,0,0,1,0.033627499,0.046357799,74,1,1296,0.506192029,0.426207006,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,2,0.079601802,0.063698404,90,1,1208,0.193379998,0.066324301,,,,,,
Serie_A,2016,Keita,96,FWL,0,0,0,0.0464538,0,90,2,1210,0.152149007,0.127056003,,,,,,
Serie_A,2016,Diego Perotti,95,AMR,0,1,5,0.223842993,0.269582987,90,5,1539,0.518504024,0.133050993,,,,,,
Serie_A,2016,Stephan El Shaarawy,95,AML,0,0,1,0.066682599,0.0518759,52,2,1252,0.118559003,0.0274438,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,1,0.047208998,0.127207994,90,2,1382,0.867258012,0.692842007,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,1,2,0.128718004,0.670635998,90,2,1393,1.359300017,0.644288003,,,,,,
Serie_A,2016,Juan Cuadrado,98,AMR,0,0,1,0.059611101,0.0456025,74,1,1089,0.151902005,0.046688799,,,,,,
Serie_A,2016,Mario Mandzukic,98,AML,0,0,1,0,0.027045,90,0,1295,0.046688799,0.046688799,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,3,0.027001601,0.513863027,68,1,1208,0.127107993,0,,,,,,
Serie_A,2016,Senad Lulic,96,FWL,0,1,2,0,0.613487005,90,0,1205,0.962059021,0.416031986,,,,,,
Serie_A,2016,Dani Alves,98,AMR,0,1,4,0,0.765788972,90,0,1288,0.889066994,0.816506028,,,,,,
Serie_A,2016,Marko Pjaca,98,AML,0,0,2,0.526076019,0.110927001,90,4,1577,0.44315201,0.115822002,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,1,0.366084009,0.075535104,90,1,1382,0.823484004,0.381864995,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,2,0,3,1.254040003,0.474341989,72,4,1393,1.070309997,0.469309986,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,1,0,3,0.368036002,0.241172999,90,3,1208,1.552520037,0.943314016,,,,,,
Serie_A,2016,Senad Lulic,96,FWL,0,1,2,0.033585198,0.366129994,90,1,1205,0.990571022,0.590856016,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,1,0.136274993,0.0519672,90,3,1382,0.178996995,0.0908539,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,2,0,1,0.902951002,0.065435998,78,3,1393,0.259056002,0.0519672,,,,,,
Serie_A,2016,Juan Cuadrado,98,AMR,1,0,0,0.588427007,0,75,1,1089,0.73763001,0.149203002,,,,,,
Serie_A,2016,Mario Mandzukic,98,AML,0,0,0,0.582451999,0,90,2,1295,1.17087996,0.588427007,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,0,1,0.340507001,0.071823299,90,5,1208,0.460637003,0.083067097,,,,,,
Serie_A,2016,Keita,96,FWL,0,0,2,0.099927403,0.065076202,73,2,1210,0.175771996,0.025470899,,,,,,
Serie_A,2016,Felipe Anderson,96,FWR,0,1,3,0,0.135870993,80,0,1208,0.195199996,0.094103403,,,,,,
Serie_A,2016,Senad Lulic,96,FWL,0,0,3,0,0.619843006,59,0,1205,0.619843006,0,,,,,,
Serie_A,2016,José Callejón,105,FWR,0,0,1,0,0.0333216,90,0,1382,0.115718,0.0823965,,,,,,
Serie_A,2016,Lorenzo Insigne,105,FWL,0,0,2,0.240404993,0.0858334,90,5,1393,0.78174001,0.468425989,,,,,,
Serie_A,2016,Mario Lemina,98,AMR,0,0,0,0.0445082,0,62,1,1299,0.074382797,0.0298745,,,,,,
Serie_A,2016,Mario Mandzukic,98,AML,0,0,0,0,0,90,0,1295,0.0298745,0.0298745,,,,,,
Serie_A,2016,Juan Cuadrado,98,AMR,0,0,1,0.129146993,0.0448169,67,1,1089,0.26700601,0.093041897,,,,,,
Serie_A,2016,Stefano Sturaro,98,AML,0,0,1,0.090155199,0.0296448,73,1,1296,0.293763995,0.173963994,,,,,,
Serie_A,2016,Mohamed Salah,95,AMR,1,0,1,0.357755989,0.142050996,90,1,1250,0.884310007,0.384501994,,,,,,
Serie_A,2016,Stephan El Shaarawy,95,AML,0,0,2,0.183801994,0.050464399,66,2,1252,0.183801994,0,,,,,,
