League,Year,player,team_id,position,goals,assists,key_passes,xG,xA,time,shots,player_id,xGChain,xGBuildup,,League,EPL,,,
EPL,2021,Jack Grealish,88,FWL,1,0,1,0.598878026,0.039453901,76,1,675,1.378749967,0.779866993,,,,,,
EPL,2021,Lucas Moura,82,FWR,0,0,0,0,0,72,0,3293,0,0,,,,,,
EPL,2021,Steven Bergwijn,82,FWL,0,0,2,0.106196001,0.544129014,90,2,8300,0.650326014,0,,,,,,
EPL,2021,Nicolas Pepe,83,AMR,0,0,0,0,0,90,0,5656,0.089616202,0.089616202,,,,,,
EPL,2021,Bukayo Saka,83,AML,0,0,1,0.0189866,0.034974501,63,1,7322,0.034974501,0.034974501,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,1,1,4,0.679826975,0.31990999,64,1,5543,1.240290046,0.412456989,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,1,6,0.098009802,1.091300011,90,1,675,2.803250074,1.832800031,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,0,3,0.924000025,0.112694003,90,3,1250,0.572821021,0.297295988,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,0,0.219212994,0,90,3,838,0.257328004,0.171679005,,,,,,
EPL,2021,Son Heung-Min,82,AMR,1,0,2,0.0888469,0.103381999,89,3,453,0.326209009,0.281551003,,,,,,
EPL,2021,Steven Bergwijn,82,AML,0,0,0,0.168850005,0,69,2,8300,0.194465995,0.157674998,,,,,,
EPL,2021,Nicolas Pepe,83,AMR,0,1,6,0.915727019,0.936174989,90,6,5656,1.927369952,0.291435987,,,,,,
EPL,2021,Bukayo Saka,83,AML,0,0,4,0.464940995,0.266514003,90,6,7322,0.814332008,0.0828766,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,0,0,0,0.411693007,0,86,2,5543,0.411693007,0,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,0,4,0.090484403,0.215295002,90,2,675,0.664514005,0.435761005,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,0,4,1.272169948,0.37073499,90,3,1250,2.697949886,1.985100031,,,,,,
EPL,2021,Sadio Mané,87,FWL,1,0,1,1.999570012,0.38824901,90,10,838,3.396749973,1.079589963,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,0,2,0.750883996,0.149784997,90,6,1250,0.634299994,0.358143985,,,,,,
EPL,2021,Sadio Mané,87,FWL,1,0,0,0.599857986,0,90,2,838,0.439898998,0.439898998,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,0,0,0,0.137073994,0,69,3,5543,0.107593998,0,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,0,3,0,0.106624998,90,0,675,0.574801028,0.504417002,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,1,0,0,0.523573995,0,90,3,5543,0.82090503,0.350032985,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,0,2,0.437649995,0.0292967,89,3,675,0.655745983,0.245037004,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,0,1,1.069900036,0.0269881,90,3,1250,1.515179992,0.418287992,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,2,0.053537302,0.375515014,90,1,838,0.823258996,0.394207001,,,,,,
EPL,2021,Bukayo Saka,83,AMR,1,1,3,0.571972013,0.579080999,89,2,7322,1.151049972,0.025204301,,,,,,
EPL,2021,Emile Smith-Rowe,83,AML,1,1,2,0.53768301,0.152643993,90,1,7230,0.718002975,0.180320993,,,,,,
EPL,2021,Lucas Moura,82,FWR,0,0,1,0.049359601,0.0159119,90,2,3293,0.059095401,0.059095401,,,,,,
EPL,2021,Son Heung-Min,82,FWL,1,0,3,0.390329003,0.204359993,90,2,453,0.726007998,0.335678995,,,,,,
EPL,2021,Bukayo Saka,83,AMR,0,0,1,0.103324004,0.042111501,90,1,7322,0.163838997,0.0184035,,,,,,
EPL,2021,Emile Smith-Rowe,83,AML,0,0,2,0.055852499,0.035810102,90,1,7230,0.074256003,0,,,,,,
EPL,2021,Lucas Moura,82,AMR,0,0,3,0.155836999,0.144924998,90,1,3293,0.300761998,0.122102,,,,,,
EPL,2021,Son Heung-Min,82,AML,0,1,2,0.545431972,0.123912998,90,5,453,1.306169987,0.691784978,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,1,2,0.243306994,0.633975983,90,3,1250,0.495429009,0.334434003,,,,,,
EPL,2021,Sadio Mané,87,FWL,1,0,0,0.334434003,0,90,1,838,0.406518996,0.072085403,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,0,1,3,0.145607993,0.185473993,90,2,5543,0.331081986,0.0603237,,,,,,
EPL,2021,Phil Foden,88,FWL,1,0,1,0.426277995,0.082580201,90,2,6055,0.608476996,0.099618599,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,1,2,0.402015001,0.358848989,90,5,1250,1.534350038,0.836794972,,,,,,
EPL,2021,Sadio Mané,87,FWL,1,0,0,0.802163005,0,90,4,838,1.844660044,1.042500019,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,0,0,2,0.294512987,0.131752998,90,4,750,0.534789979,0.151244,,,,,,
EPL,2021,Phil Foden,88,FWL,0,0,0,0.159052998,0,90,2,6055,0.645555973,0.486503005,,,,,,
EPL,2021,Lucas Moura,82,AMR,0,0,1,0.165941,0.0212621,90,4,3293,0.952773988,0.873349011,,,,,,
EPL,2021,Son Heung-Min,82,AML,1,0,5,0.682994008,0.233621001,90,1,453,0.866181016,0.067581199,,,,,,
EPL,2021,Nicolas Pepe,83,AMR,0,0,0,0.194015995,0,90,3,5656,0.215194002,0.215194002,,,,,,
EPL,2021,Bukayo Saka,83,AML,0,0,1,0,0.0399854,49,0,7322,0.055998102,0.0160127,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,0,1,2,0.309294999,0.194395006,89,3,5543,0.598695993,0.0950073,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,1,3,0.198197007,0.599063993,79,3,675,0.943472981,0.146211997,,,,,,
EPL,2021,Lucas Moura,82,AMR,0,0,0,0.133633003,0,90,1,3293,0.183364004,0.049731702,,,,,,
EPL,2021,Son Heung-Min,82,AML,0,0,2,0.321817011,0.145300999,90,1,453,0.516848981,0.049731702,,,,,,
EPL,2021,Mohamed Salah,87,FWR,3,1,2,2.245759964,0.507188976,90,7,1250,2.815759897,0.262041986,,,,,,
EPL,2021,Diogo Jota,87,FWL,1,1,2,0.837522984,0.515886009,90,2,6854,1.858739972,0.949009001,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,1,2,0.154183,0.464136004,90,2,1250,0.669125974,0.102610998,,,,,,
EPL,2021,Sadio Mané,87,FWL,1,0,2,0.436087012,0.147911996,90,2,838,1.052139997,0.547262013,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,0,0,1,0.313621014,0.034343399,90,4,5543,0.159407005,0.032067802,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,0,5,0.062764898,0.201279998,83,1,675,0.239807993,0.099913701,,,,,,
EPL,2021,Lucas Moura,82,AMR,0,0,2,0,0.407319993,55,0,3293,0.105535999,0.048887301,,,,,,
EPL,2021,Son Heung-Min,82,AML,0,0,1,0.422138005,0.0409039,90,3,453,0.071466997,0,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,0,0,3,0.147769004,0.135010004,90,1,5543,1.343170047,1.172189951,,,,,,
EPL,2021,Phil Foden,88,FWL,0,0,2,0.110088997,0.430559993,90,1,6055,1.006929994,0.49128899,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,1,2,0.155248001,0.0618884,90,2,1250,0.292416006,0.075279497,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,1,0.808359981,0.092819303,90,4,838,0.93572098,0.0482121,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,0,2,1.119079947,0.503996015,90,4,1250,2.595989943,0.972913027,,,,,,
EPL,2021,Sadio Mané,87,FWL,1,1,2,0.465772986,0.887118995,90,2,838,2.073509932,1.055760026,,,,,,
EPL,2021,Raheem Sterling,88,FWR,1,0,2,0.901803017,0.223389,90,3,618,1.250270009,0.125074998,,,,,,
EPL,2021,Phil Foden,88,FWL,0,0,1,0.134739995,0.474413991,61,1,6055,1.078590035,0.943847001,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,1,2,0.218796,0.835855007,90,4,1250,0.37845999,0.118531004,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,0,0.116835997,0,90,3,838,0.879384995,0.853026986,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,0,0,2,0.69116801,0.118184999,90,4,5543,1.255069971,0.445715994,,,,,,
EPL,2021,Raheem Sterling,88,FWL,0,0,2,0.0467204,0.790181994,87,2,618,1.014219999,0.202402994,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,0,0,3,0.103037,0.067927003,90,2,750,0.546405971,0.464444011,,,,,,
EPL,2021,Raheem Sterling,88,FWL,0,1,5,0,0.137144998,90,0,618,0.161653996,0.062081799,,,,,,
EPL,2021,Mohamed Salah,87,FWR,2,0,0,1.584900022,0,90,5,1250,1.985309958,0.400402009,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,1,0.652943015,0.131560996,90,3,838,1.18453002,0.474364996,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,1,3,0.110440999,0.707507014,90,2,1250,0.708109021,0.065312698,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,1,0.412593007,0.0141699,90,1,838,0.0794826,0.065312698,,,,,,
EPL,2021,Raheem Sterling,88,FWR,1,0,3,0.959324002,0.366515011,90,6,618,2.557499886,1.347740054,,,,,,
EPL,2021,Phil Foden,88,FWL,0,1,4,0.597750008,1.48131001,77,2,6055,2.109050035,0.370651007,,,,,,
EPL,2021,Bukayo Saka,83,AMR,0,0,1,0.0179104,0.484755993,90,1,7322,0.639640987,0.62173003,,,,,,
EPL,2021,Gabriel Martinelli,83,AML,0,0,0,0.123354003,0,74,1,7752,0.123354003,0,,,,,,
EPL,2021,Raheem Sterling,88,FWR,1,0,4,0.855525017,0.72587198,90,3,618,1.116729975,0.296503991,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,0,2,0.576726019,0.125751004,81,3,675,1.420959949,0.823702991,,,,,,
EPL,2021,Mason Mount,80,FWR,1,0,1,0.366198003,0.0150737,90,2,7768,0.445661008,0.079463303,,,,,,
EPL,2021,Timo Werner,80,FWL,0,0,0,0.0127548,0,76,1,65,0.392163992,0.392163992,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,0,0,1.023390055,0,90,6,1250,0.966503978,0.704281986,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,2,0.243929997,0.074188799,90,4,838,0.337871999,0.0197531,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,1,1,4,0.382759988,0.65407598,90,5,750,1.125990033,0.475663006,,,,,,
EPL,2021,Phil Foden,88,FWL,1,1,5,0.383664012,0.298346996,90,6,6055,1.657269955,1.180979967,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,0,1,0.864506006,0.126938,76,4,1250,1.034940004,0.072953299,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,1,0.480248004,0.516268015,90,2,838,0.634348989,0.154101998,,,,,,
EPL,2021,Riyad Mahrez,88,AMR,1,1,3,0.335312992,0.451279998,78,2,750,1.406509995,0.997325003,,,,,,
EPL,2021,Raheem Sterling,88,AML,1,0,0,0.983043015,0,90,3,618,1.264089942,1.215160012,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,0,3,0.098402701,0.084037699,90,2,1250,0.164932996,0,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,1,0.070617601,0.081840903,85,2,838,0.255813986,0.123029001,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,1,1,2,1.091820002,0.122359999,90,5,750,0.27056399,0.0342515,,,,,,
EPL,2021,Raheem Sterling,88,FWL,2,0,0,1.875689983,0,90,3,618,0,0,,,,,,
EPL,2021,Bukayo Saka,83,AMR,2,0,2,0.263590991,0.716490984,80,3,7322,0.903626025,0.640034974,,,,,,
EPL,2021,Gabriel Martinelli,83,AML,0,0,0,0.116888002,0,84,3,7752,0.342608005,0.225720003,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,0,2,1.922979951,0.158322006,90,5,1250,0.197087005,0,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,0,0.607277989,0,90,5,838,0.505003989,0,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,0,0,0,0.121930003,0,90,3,5543,0.791144013,0.66921401,,,,,,
EPL,2021,Phil Foden,88,FWL,1,0,1,0.66921401,0.0205427,90,2,6055,0.736157,0.046400301,,,,,,
EPL,2021,Bukayo Saka,83,AMR,1,0,0,0.0991918,0,86,1,7322,0.207868993,0.108677,,,,,,
EPL,2021,Gabriel Martinelli,83,AML,0,0,0,0.692178011,0,90,5,7752,0.638271987,0,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,1,0,3,0.83199501,0.139432997,90,2,750,0.158993006,0.074230701,,,,,,
EPL,2021,Raheem Sterling,88,FWL,0,0,1,0.021637,0.238187999,90,1,618,0.154808,0.133171007,,,,,,
EPL,2021,Lucas Moura,82,FWR,0,0,2,0.0253466,0.405286014,90,1,3293,0.643119991,0.212486997,,,,,,
EPL,2021,Son Heung-Min,82,FWL,0,1,2,0.628578007,0.690841973,90,4,453,0.776679993,0.169884995,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,0,2,0.858412981,0.140015006,90,4,1250,0.974542022,0.116130002,,,,,,
EPL,2021,Sadio Mané,87,FWL,1,0,1,0.792680025,0.321806997,90,2,838,1.412199974,0.413843006,,,,,,
EPL,2021,Raheem Sterling,88,FWR,0,0,2,0.065724403,0.129210994,90,1,618,0.182569996,0.035111099,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,0,2,0.474828988,0.126510993,90,2,675,0.601338983,0.064905398,,,,,,
EPL,2021,Alex Oxlade-Chamberlain,87,FWR,1,0,3,0.361342996,0.188716993,75,2,966,0.602949023,0.087118298,,,,,,
EPL,2021,Diogo Jota,87,FWL,0,0,0,0.777159989,0,83,6,6854,0.716714978,0.097805202,,,,,,
EPL,2021,Hakim Ziyech,80,AMR,1,0,0,0.0336385,0,82,2,8992,0.211559996,0.197549,,,,,,
EPL,2021,Callum Hudson-Odoi,80,AML,0,0,2,0.149222001,0.047978599,90,2,6456,0.246630996,0.062733002,,,,,,
EPL,2021,Raheem Sterling,88,FWR,0,0,0,0.489484996,0,62,2,618,0.489484996,0,,,,,,
EPL,2021,Phil Foden,88,FWL,0,0,2,0.145306006,0.466394007,90,3,6055,0.660344005,0.171007007,,,,,,
EPL,2021,Alex Oxlade-Chamberlain,87,FWR,1,0,1,0.234631002,0.114868,61,3,966,0.42237401,0.207470998,,,,,,
EPL,2021,Diogo Jota,87,FWL,0,0,2,0.0186176,0.117532,90,1,6854,0.385612994,0.249463007,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,1,0,0,0.761169016,0,69,1,750,0,0,,,,,,
EPL,2021,Raheem Sterling,88,FWL,0,0,2,0.618094027,0.172215998,90,2,618,0.69423002,0.171278,,,,,,
EPL,2021,Bukayo Saka,83,AMR,0,0,2,0.028418301,0.224122003,74,1,7322,0.252539992,0.119819999,,,,,,
EPL,2021,Gabriel Martinelli,83,AML,0,0,0,0,0,72,0,7752,0.028418301,0.028418301,,,,,,
EPL,2021,Diogo Jota,87,FWR,2,0,2,1.222120047,0.214323997,90,3,6854,0.675413013,0,,,,,,
EPL,2021,Luis Díaz,87,FWL,0,0,1,0.445383996,0.0149524,90,4,10408,1.077049971,0.616712987,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,0,0,3,0.157180995,0.109030001,85,2,750,1.063410044,0.814019978,,,,,,
EPL,2021,Raheem Sterling,88,FWL,3,0,1,2.336910009,0.0638019,90,5,618,1.002730012,0.805885017,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,0,1,0.071945697,0.0202583,90,1,1250,0.071945697,0,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,2,0.919303,0.693790972,69,3,838,0.106962003,0.071945697,,,,,,
EPL,2021,Bukayo Saka,83,AMR,1,0,1,0.336313993,0.078235999,90,6,7322,0.422991991,0.114514999,,,,,,
EPL,2021,Emile Smith-Rowe,83,AML,1,0,0,0.124407999,0,79,2,7230,0.0844898,0.0152947,,,,,,
EPL,2021,Hakim Ziyech,80,FWR,1,0,0,0.160609007,0,90,3,8992,0.162088007,0.078543402,,,,,,
EPL,2021,Kai Havertz,80,FWL,0,0,1,0.0476624,0.020652199,90,1,5220,0.177514002,0.156862006,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,0,6,0.99318099,0.650976002,90,8,1250,1.448400021,0.757390022,,,,,,
EPL,2021,Luis Díaz,87,FWL,1,0,5,0.583365023,0.432327002,90,4,10408,1.199059963,0.183365002,,,,,,
EPL,2021,Raheem Sterling,88,FWR,0,0,1,0.072237499,0.095803097,70,1,618,0.777463973,0.609422982,,,,,,
EPL,2021,Phil Foden,88,FWL,0,0,1,0.211390004,0.052494202,90,3,6055,0.30083701,0.118957996,,,,,,
EPL,2021,Mohamed Salah,87,FWR,2,1,1,2.063760042,0.537019014,90,6,1250,1.67016995,0.591723025,,,,,,
EPL,2021,Luis Díaz,87,FWL,0,0,2,0.242653996,0.198339,87,4,10408,0.990685999,0.671361983,,,,,,
EPL,2021,Bukayo Saka,83,AMR,0,0,6,0.301714987,0.541734993,90,5,7322,0.724371016,0.136635005,,,,,,
EPL,2021,Gabriel Martinelli,83,AML,0,0,2,0.560386002,0.133570999,73,4,7752,0.770060003,0.106540002,,,,,,
EPL,2021,Phil Foden,88,FWR,1,0,0,1.308459997,0,90,3,6055,1.505869985,0.197410002,,,,,,
EPL,2021,Raheem Sterling,88,FWL,0,0,1,0,0.065163501,79,0,618,0.767229021,0.702064991,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,0,1,0.539533019,0,80,6,1250,0.334428012,0.109894,,,,,,
EPL,2021,Luis Díaz,87,FWL,0,0,1,0.390556991,0.0219,90,5,10408,0.622512996,0.239437997,,,,,,
EPL,2021,Bukayo Saka,83,AMR,1,1,2,0.074723803,0.161451995,90,1,7322,0.345019996,0.270296007,,,,,,
EPL,2021,Gabriel Martinelli,83,AML,1,0,1,0.154422998,0.045188699,75,3,7752,0.199610993,0,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,2,0,0,0.957036972,0,90,8,750,1.048110008,0.379343987,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,0,3,0.068151198,0.568247974,90,1,675,0.925879002,0.427931994,,,,,,
EPL,2021,Mohamed Salah,87,FWR,1,0,1,1.34126997,0.156373993,67,7,1250,0.731691003,0.041442599,,,,,,
EPL,2021,Luis Díaz,87,FWL,1,0,2,0.541311979,0.200611994,90,2,10408,0.771431029,0.029506201,,,,,,
EPL,2021,Hakim Ziyech,80,FWR,0,0,3,0,0.443551987,90,0,8992,0.443542004,0.443542004,,,,,,
EPL,2021,Timo Werner,80,FWL,0,0,0,0.065278403,0,65,1,65,0.065278403,0,,,,,,
EPL,2021,Bukayo Saka,83,AMR,0,0,2,0.340925992,0.202040002,86,5,7322,0.674288988,0.263987005,,,,,,
EPL,2021,Gabriel Martinelli,83,AML,0,1,2,0.192569003,0.228771001,79,2,7752,0.343710005,0,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,0,0,0,0.198217005,0,90,4,750,0.275559008,0.0996885,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,0,3,0.124240004,0.871797025,90,2,675,1.067530036,0.131891996,,,,,,
EPL,2021,Bukayo Saka,83,AMR,0,0,1,0.016233699,0.015845999,74,1,7322,0.0323577,0.0323577,,,,,,
EPL,2021,Gabriel Martinelli,83,AML,0,0,1,0.040907301,0.015741801,90,1,7752,0.072495103,0.015845999,,,,,,
EPL,2021,Sadio Mané,87,FWR,0,0,0,0.119856,0,90,1,838,0.119856,0,,,,,,
EPL,2021,Luis Díaz,87,FWL,0,0,0,0,0,56,0,10408,0.0467126,0.0467126,,,,,,
EPL,2021,Bukayo Saka,83,FWR,1,0,2,0.198387995,0.620562971,72,3,7322,0.860346973,0.722725987,,,,,,
EPL,2021,Emile Smith-Rowe,83,FWL,0,0,0,0.695316017,0,90,3,7230,0.982993007,0.890636981,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,0,1,0.111507997,0.039138,71,3,1250,0.57893002,0.552375972,,,,,,
EPL,2021,Diogo Jota,87,FWL,1,0,3,0.809095025,0.248049006,90,6,6854,0.907441974,0.095495299,,,,,,
EPL,2021,Hakim Ziyech,80,FWR,0,0,3,0.0372122,0.361088008,90,1,8992,0.373488009,0.056461699,,,,,,
EPL,2021,Timo Werner,80,FWL,0,0,2,0.145923004,0.0277557,66,1,65,0.203731999,0.030053301,,,,,,
EPL,2021,Raheem Sterling,88,FWR,0,2,3,0.138817996,0.390675992,90,2,618,0.748597026,0.674969971,,,,,,
EPL,2021,Jack Grealish,88,FWL,0,0,2,0.044408798,0.090399697,90,1,675,0.585170984,0.494771987,,,,,,
EPL,2021,Bukayo Saka,83,AMR,0,0,2,0.0271008,0.160610005,90,1,7322,0.58348,0.395769,,,,,,
EPL,2021,Emile Smith-Rowe,83,AML,0,0,3,0.29965499,0.131799996,90,1,7230,0.819516003,0.456508994,,,,,,
EPL,2021,Bukayo Saka,83,FWR,0,0,5,0.206952006,0.875126004,90,3,7322,0.848707974,0.670284986,,,,,,
EPL,2021,Gabriel Martinelli,83,FWL,0,0,0,0.340290993,0,79,2,7752,0,0,,,,,,
EPL,2021,Dejan Kulusevski,82,FWR,1,1,1,0.079116501,0.121587999,89,1,6691,0.251744986,0.172628999,,,,,,
EPL,2021,Son Heung-Min,82,FWL,3,0,0,0.569651008,0,83,3,453,0.643431008,0.073779903,,,,,,
EPL,2021,Gabriel Jesus,88,FWR,1,0,1,0.660573006,0.406206995,85,4,5543,0.708631992,0.210143,,,,,,
EPL,2021,Phil Foden,88,FWL,0,0,0,0,0,90,0,6055,0.295713991,0.295713991,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,1,3,0.059948198,0.738005996,90,1,1250,0.797954023,0,,,,,,
EPL,2021,Sadio Mané,87,FWL,1,0,1,0.353628993,0.059948198,86,1,838,0.785377026,0.431748003,,,,,,
EPL,2021,Dejan Kulusevski,82,FWR,0,0,0,0,0,67,0,6691,0,0,,,,,,
EPL,2021,Son Heung-Min,82,FWL,0,0,0,0.188681006,0,90,2,453,0.188681006,0,,,,,,
EPL,2021,Gabriel Martinelli,83,FWR,0,0,0,0.240355,0,90,5,7752,0.361694992,0.121339999,,,,,,
EPL,2021,Bukayo Saka,83,FWL,0,0,4,0.519243002,0.136019006,90,4,7322,0.852388024,0.323549986,,,,,,
EPL,2021,Mohamed Salah,87,FWR,2,1,1,0.943576992,0.624746025,90,4,1250,1.568320036,0.942354023,,,,,,
EPL,2021,Luis Díaz,87,FWL,1,1,1,0.69057101,0.141562,71,3,10408,1.515759945,0.727640986,,,,,,
EPL,2021,Bukayo Saka,83,AMR,1,0,1,0.877116978,0.090926901,90,3,7322,0.43642801,0.229552999,,,,,,
EPL,2021,Emile Smith-Rowe,83,AML,1,0,1,0.168072,0.061481301,77,2,7230,0.247144997,0.017591299,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,1,1,3,0.607039988,0.178518996,90,4,750,0.86984998,0.317999005,,,,,,
EPL,2021,Phil Foden,88,FWL,1,0,2,0.155475006,0.081381299,90,2,6055,0.383969009,0.166765004,,,,,,
EPL,2021,Bukayo Saka,83,AMR,1,0,1,0.973724008,0.020430399,79,5,7322,0.219035,0.154338002,,,,,,
EPL,2021,Emile Smith-Rowe,83,AML,0,0,0,0,0,69,0,7230,0.589461029,0.589461029,,,,,,
EPL,2021,Gabriel Jesus,88,AMR,4,1,3,2.158819914,0.577713013,90,6,5543,2.180599928,0.230573997,,,,,,
EPL,2021,Raheem Sterling,88,AML,0,0,0,0.497186005,0,90,1,618,1.538820028,1.04163003,,,,,,
EPL,2021,Dejan Kulusevski,82,FWR,0,0,1,0.080583699,0.026811801,90,2,6691,0.107395001,0.043246601,,,,,,
EPL,2021,Son Heung-Min,82,FWL,0,0,2,0,0.124312997,90,0,453,0.316183001,0.300244987,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,1,2,0.140634999,0.398611009,90,2,1250,0.483413011,0.384541005,,,,,,
EPL,2021,Diogo Jota,87,FWL,0,0,1,0.090090297,0.0437642,86,1,6854,0.332724988,0.198871002,,,,,,
EPL,2021,Luis Díaz,87,FWR,0,0,2,0.563943982,0.161160007,90,4,10408,0.777778983,0.052674301,,,,,,
EPL,2021,Sadio Mané,87,FWL,0,0,0,0.259415001,0,71,3,838,0.365301013,0.105885997,,,,,,
EPL,2021,Raheem Sterling,88,AMR,0,0,0,0.612155974,0,90,4,618,0.906023979,0.442678988,,,,,,
EPL,2021,Jack Grealish,88,AML,0,0,1,0.076900803,0.028046301,90,1,675,0.129904002,0.053003401,,,,,,
EPL,2021,Lucas Moura,82,FWR,0,0,0,0.156255007,0,56,2,3293,0.191177994,0.034922399,,,,,,
EPL,2021,Son Heung-Min,82,FWL,2,1,4,0.458119005,0.398149014,83,3,453,0.515743017,0.034922399,,,,,,
EPL,2021,Bukayo Saka,83,FWR,0,1,2,0.087197997,0.103363,88,2,7322,0.118900001,0,,,,,,
EPL,2021,Gabriel Martinelli,83,FWL,0,1,2,0.0198824,0.362677991,90,1,7752,0.203413993,0.183532,,,,,,
EPL,2021,Mohamed Salah,87,FWR,0,0,2,0.25395599,0.00995028,90,3,1250,0.263906002,0,,,,,,
EPL,2021,Luis Díaz,87,FWL,1,0,1,0.245269999,0.060500301,90,5,10408,0.205698997,0.035209101,,,,,,
EPL,2021,Dejan Kulusevski,82,FWR,0,0,0,0.0320988,0,86,1,6691,0.791015029,0.75891602,,,,,,
EPL,2021,Son Heung-Min,82,FWL,1,0,2,0.705578029,0.110587999,90,2,453,0.816165984,0,,,,,,
EPL,2021,Bukayo Saka,83,FWR,0,0,0,0.091606997,0,72,2,7322,0.850363016,0.758755982,,,,,,
EPL,2021,Gabriel Martinelli,83,FWL,0,1,2,0.764949977,0.582063973,82,4,7752,1.423709989,0.528398991,,,,,,
EPL,2021,Raheem Sterling,88,AMR,2,0,3,1.106019974,0.267334014,90,2,618,1.442489982,0.069133602,,,,,,
EPL,2021,Jack Grealish,88,AML,0,1,4,0.0750539,0.623319983,90,1,675,1.543220043,1.310510039,,,,,,
EPL,2021,Luis Díaz,87,FWR,0,1,1,0.024362801,0.286413014,75,1,10408,0.358527988,0.072114401,,,,,,
EPL,2021,Diogo Jota,87,FWL,0,0,2,0.134339005,0.225503996,90,2,6854,0.466185004,0.286413014,,,,,,
EPL,2021,Raheem Sterling,88,AMR,1,1,3,1.645429969,0.168565005,90,3,618,2.106559992,0.409020007,,,,,,
EPL,2021,Phil Foden,88,AML,0,0,1,0.363846987,0.410481006,83,2,6055,0.811912,0.037584402,,,,,,
EPL,2021,Bukayo Saka,83,AMR,0,0,1,0.119424,0.053390101,90,2,7322,0.185350001,0.0125364,,,,,,
EPL,2021,Gabriel Martinelli,83,AML,0,0,2,0,0.171853006,66,0,7752,0.251902997,0.080050297,,,,,,
EPL,2021,Riyad Mahrez,88,FWR,0,0,3,0.893469989,0.125550002,90,3,750,0.544857979,0.287007004,,,,,,
EPL,2021,Jack Grealish,88,FWL,1,0,3,0.31921199,0.182238996,90,6,675,0.79767698,0.330664009,,,,,,
EPL,2021,Bukayo Saka,83,AMR,0,0,1,0.181494996,0.0546146,90,4,7322,0.268112004,0.086616702,,,,,,
